评分,内容,版本,时间,情绪指数,问题类别,风险标签
5,内容丰富，种草体验很好,1.9.0,2026-06-07,72,功能,低风险
5,界面简洁，用起来很顺手,1.9.0,2026-07-23,83,内容,低风险
2,笔记被限流，流量骤降,1.9.0,2026-07-26,1,广告,高风险
4,社区氛围好，互动很积极,1.9.0,2026-07-23,88,功能,低风险
1,无故封号，申诉没人理,1.9.0,2026-07-05,2,账号,高风险
5,攻略很实用，收藏了很多,1.9.0,2026-06-01,90,内容,低风险
4,笔记质量高，信息量很大,2.0.0,2026-06-13,82,社区,低风险
5,视频流畅，加载很快,1.8.0,2026-06-21,90,社区,低风险
4,直播体验不错，带货实在,1.8.0,2026-07-09,81,搜索,低风险
1,账号莫名被禁言，没有任何通知,2.0.0,2026-06-02,22,账号,低风险
5,推荐算法不错，经常有好物,1.9.0,2026-07-27,94,社区,低风险
5,笔记质量高，信息量很大,1.9.0,2026-06-29,62,功能,低风险
1,笔记被限流，流量骤降,1.8.0,2026-07-21,20,功能,低风险
5,界面简洁，用起来很顺手,2.0.0,2026-06-06,93,搜索,低风险
5,笔记质量高，信息量很大,1.8.0,2026-06-29,82,社区,低风险
5,内容丰富，种草体验很好,2.1.0,2026-06-08,81,电商,中风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-06-01,58,内容,中风险
1,无故封号，申诉没人理,1.8.0,2026-06-26,2,内容,高风险
5,购物链路顺畅，下单方便,2.0.0,2026-07-03,68,内容,中风险
3,用了一阵子，感觉普通,1.9.0,2026-06-04,54,其他,低风险
4,社区氛围好，互动很积极,1.9.0,2026-06-01,77,功能,低风险
4,内容丰富，种草体验很好,2.1.0,2026-07-20,74,功能,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-07-01,77,电商,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-07-08,79,电商,中风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-29,90,搜索,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-07-22,67,搜索,低风险
2,笔记被限流，流量骤降,1.8.0,2026-06-05,17,内容,高风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-06-24,50,功能,低风险
1,更新后经常闪退，体验很差,2.0.0,2026-07-20,23,内容,中风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-07-30,41,功能,低风险
3,功能还行，中规中矩,2.1.0,2026-07-14,46,内容,中风险
5,社区氛围好，互动很积极,1.9.0,2026-06-23,83,内容,中风险
1,内容审核乱封号，误伤严重,1.9.0,2026-06-28,15,功能,高风险
4,推荐算法不错，经常有好物,1.8.0,2026-07-26,90,电商,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-07-15,75,搜索,低风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-21,82,功能,低风险
5,社区氛围好，互动很积极,1.8.0,2026-07-01,92,搜索,低风险
2,更新后经常闪退，体验很差,2.0.0,2026-07-22,20,客服,低风险
4,攻略很实用，收藏了很多,1.9.0,2026-07-07,92,搜索,低风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-30,84,功能,低风险
1,更新后经常闪退，体验很差,1.9.0,2026-06-14,9,客服,高风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-01,58,功能,低风险
4,视频流畅，加载很快,2.0.0,2026-06-23,100,搜索,低风险
4,推荐算法不错，经常有好物,2.0.0,2026-07-23,77,社区,低风险
4,推荐算法不错，经常有好物,2.0.0,2026-06-30,62,内容,中风险
5,视频流畅，加载很快,1.9.0,2026-06-16,95,内容,低风险
4,攻略很实用，收藏了很多,1.8.0,2026-06-13,100,功能,低风险
3,功能还行，中规中矩,1.9.0,2026-07-03,54,其他,中风险
5,界面简洁，用起来很顺手,1.8.0,2026-06-01,62,功能,低风险
5,笔记质量高，信息量很大,2.0.0,2026-07-06,73,电商,中风险
5,内容丰富，种草体验很好,1.9.0,2026-07-05,94,功能,低风险
2,笔记被限流，流量骤降,1.9.0,2026-06-20,18,功能,高风险
5,社区氛围好，互动很积极,2.0.0,2026-07-26,92,电商,低风险
3,功能还行，中规中矩,2.1.0,2026-07-27,59,功能,低风险
4,界面简洁，用起来很顺手,2.1.0,2026-06-27,76,功能,低风险
2,无故封号，申诉没人理,1.9.0,2026-07-21,11,功能,高风险
5,直播体验不错，带货实在,1.9.0,2026-06-27,92,社区,中风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-10,60,内容,低风险
1,笔记被限流，流量骤降,1.9.0,2026-06-23,20,功能,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-02,84,社区,中风险
2,隐私设置形同虚设,2.1.0,2026-06-09,7,客服,高风险
3,用了一阵子，感觉普通,1.8.0,2026-06-28,26,其他,低风险
5,笔记质量高，信息量很大,1.8.0,2026-07-06,76,电商,低风险
3,功能还行，中规中矩,2.1.0,2026-07-07,57,内容,中风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-25,28,内容,中风险
4,视频流畅，加载很快,2.0.0,2026-06-11,76,内容,低风险
4,笔记质量高，信息量很大,2.0.0,2026-07-06,100,电商,低风险
3,功能还行，中规中矩,2.0.0,2026-07-23,60,内容,中风险
5,购物链路顺畅，下单方便,1.8.0,2026-06-25,69,内容,低风险
4,笔记质量高，信息量很大,2.0.0,2026-07-15,67,搜索,低风险
5,社区氛围好，互动很积极,1.9.0,2026-07-23,71,搜索,低风险
4,社区氛围好，互动很积极,2.0.0,2026-06-21,67,搜索,低风险
5,购物链路顺畅，下单方便,2.1.0,2026-07-08,72,社区,低风险
5,直播体验不错，带货实在,1.9.0,2026-07-23,70,内容,低风险
5,购物链路顺畅，下单方便,1.8.0,2026-07-16,94,功能,低风险
4,搜索准确，找东西方便多了,2.0.0,2026-07-04,90,内容,中风险
5,购物链路顺畅，下单方便,2.1.0,2026-06-03,68,搜索,中风险
4,购物链路顺畅，下单方便,2.0.0,2026-07-23,100,功能,低风险
2,更新后经常闪退，体验很差,1.8.0,2026-07-22,0,内容,高风险
4,笔记质量高，信息量很大,2.1.0,2026-06-04,88,功能,中风险
4,攻略很实用，收藏了很多,2.0.0,2026-07-26,80,搜索,低风险
5,直播体验不错，带货实在,2.0.0,2026-07-01,63,社区,低风险
3,功能还行，中规中矩,2.0.0,2026-06-11,54,内容,中风险
2,客服完全联系不上，太失望了,2.0.0,2026-07-17,3,客服,高风险
3,功能还行，中规中矩,1.8.0,2026-07-06,44,其他,中风险
4,推荐算法不错，经常有好物,2.1.0,2026-06-16,78,功能,低风险
4,攻略很实用，收藏了很多,2.0.0,2026-07-26,86,内容,低风险
2,内容审核乱封号，误伤严重,1.9.0,2026-07-30,24,客服,低风险
5,搜索准确，找东西方便多了,2.0.0,2026-06-29,96,社区,低风险
1,评论区被水军刷屏,1.8.0,2026-07-25,2,广告,高风险
2,笔记被限流，流量骤降,2.0.0,2026-06-11,18,内容,高风险
4,搜索准确，找东西方便多了,2.0.0,2026-06-26,66,功能,低风险
4,内容丰富，种草体验很好,1.8.0,2026-06-25,94,电商,中风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-07-19,52,功能,低风险
4,视频流畅，加载很快,2.1.0,2026-06-28,64,内容,中风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-22,66,功能,低风险
3,功能还行，中规中矩,1.9.0,2026-07-05,37,其他,低风险
5,笔记质量高，信息量很大,1.8.0,2026-07-19,97,功能,低风险
5,攻略很实用，收藏了很多,2.0.0,2026-06-24,80,内容,低风险
4,内容丰富，种草体验很好,1.9.0,2026-06-29,91,功能,低风险
3,一般般，没有惊喜,1.9.0,2026-07-08,49,其他,中风险
5,直播体验不错，带货实在,2.0.0,2026-06-26,80,电商,低风险
5,社区氛围好，互动很积极,1.9.0,2026-06-22,90,社区,低风险
4,笔记质量高，信息量很大,2.0.0,2026-07-16,72,功能,低风险
2,账号莫名被禁言，没有任何通知,1.9.0,2026-07-16,6,广告,高风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-07-22,36,内容,低风险
4,笔记质量高，信息量很大,1.9.0,2026-07-20,77,电商,低风险
5,内容丰富，种草体验很好,1.8.0,2026-07-22,74,电商,中风险
2,搜索功能越来越难用,2.1.0,2026-06-01,14,内容,高风险
5,内容丰富，种草体验很好,2.1.0,2026-07-13,95,功能,低风险
3,一般般，没有惊喜,1.9.0,2026-07-28,50,其他,中风险
3,功能还行，中规中矩,1.8.0,2026-06-04,57,其他,中风险
2,无故封号，申诉没人理,2.1.0,2026-07-23,18,功能,高风险
5,内容丰富，种草体验很好,1.8.0,2026-06-23,66,内容,低风险
3,用了一阵子，感觉普通,1.8.0,2026-06-20,44,功能,低风险
5,直播体验不错，带货实在,2.1.0,2026-06-08,86,内容,低风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-07-02,46,功能,低风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-06-22,39,其他,低风险
5,攻略很实用，收藏了很多,2.0.0,2026-06-22,61,电商,低风险
3,功能还行，中规中矩,2.0.0,2026-06-04,27,内容,低风险
1,客服完全联系不上，太失望了,1.9.0,2026-06-01,15,内容,高风险
5,搜索准确，找东西方便多了,2.0.0,2026-07-03,81,内容,中风险
3,用了一阵子，感觉普通,2.0.0,2026-07-21,60,功能,低风险
1,隐私设置形同虚设,2.0.0,2026-06-03,16,客服,高风险
5,攻略很实用，收藏了很多,1.8.0,2026-07-18,84,社区,低风险
5,购物链路顺畅，下单方便,2.0.0,2026-06-06,90,社区,中风险
5,搜索准确，找东西方便多了,2.0.0,2026-06-24,78,社区,低风险
5,视频流畅，加载很快,2.0.0,2026-07-01,66,功能,低风险
2,笔记被限流，流量骤降,2.1.0,2026-06-03,22,账号,中风险
1,无故封号，申诉没人理,2.1.0,2026-06-04,0,内容,高风险
5,推荐算法不错，经常有好物,2.0.0,2026-06-27,70,电商,中风险
2,更新后经常闪退，体验很差,2.1.0,2026-06-12,24,功能,低风险
2,评论区被水军刷屏,2.0.0,2026-06-25,20,客服,中风险
5,直播体验不错，带货实在,1.8.0,2026-06-25,91,电商,低风险
1,笔记被限流，流量骤降,1.9.0,2026-06-01,23,广告,低风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-06-03,30,其他,中风险
4,搜索准确，找东西方便多了,1.8.0,2026-07-27,86,电商,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-18,88,搜索,中风险
4,推荐算法不错，经常有好物,2.1.0,2026-07-28,65,内容,低风险
5,笔记质量高，信息量很大,1.8.0,2026-07-03,100,社区,低风险
5,直播体验不错，带货实在,1.8.0,2026-07-18,86,功能,低风险
4,直播体验不错，带货实在,1.8.0,2026-06-10,78,电商,低风险
1,笔记被限流，流量骤降,1.8.0,2026-06-11,20,内容,中风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-07-03,28,内容,低风险
4,社区氛围好，互动很积极,2.1.0,2026-06-19,73,内容,低风险
5,攻略很实用，收藏了很多,1.8.0,2026-07-07,60,内容,中风险
3,用了一阵子，感觉普通,1.9.0,2026-06-18,38,其他,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-07-24,57,内容,低风险
4,推荐算法不错，经常有好物,1.8.0,2026-07-25,83,搜索,中风险
4,搜索准确，找东西方便多了,1.8.0,2026-07-22,73,电商,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-07-18,94,内容,低风险
5,攻略很实用，收藏了很多,1.8.0,2026-07-21,77,社区,低风险
4,直播体验不错，带货实在,2.0.0,2026-07-18,60,电商,低风险
5,推荐算法不错，经常有好物,2.0.0,2026-06-25,83,内容,中风险
4,界面简洁，用起来很顺手,2.1.0,2026-07-09,75,社区,中风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-07-21,41,功能,中风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-14,75,内容,低风险
4,推荐算法不错，经常有好物,1.9.0,2026-06-05,87,社区,低风险
1,笔记被限流，流量骤降,2.0.0,2026-06-20,16,广告,高风险
2,笔记被限流，流量骤降,1.9.0,2026-07-27,18,客服,高风险
4,直播体验不错，带货实在,2.0.0,2026-06-25,90,内容,低风险
3,用了一阵子，感觉普通,1.8.0,2026-07-05,25,功能,低风险
5,视频流畅，加载很快,2.0.0,2026-07-24,66,搜索,低风险
5,界面简洁，用起来很顺手,2.1.0,2026-07-28,75,功能,低风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-02,76,社区,低风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-03,93,电商,中风险
4,笔记质量高，信息量很大,2.1.0,2026-06-06,81,社区,中风险
5,笔记质量高，信息量很大,2.1.0,2026-06-22,60,社区,低风险
4,直播体验不错，带货实在,2.1.0,2026-06-12,92,内容,中风险
5,直播体验不错，带货实在,1.9.0,2026-07-27,71,搜索,低风险
4,笔记质量高，信息量很大,2.1.0,2026-07-22,71,电商,低风险
4,推荐算法不错，经常有好物,2.0.0,2026-07-12,69,功能,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-07-01,43,内容,中风险
3,用了一阵子，感觉普通,2.0.0,2026-06-27,42,其他,低风险
3,一般般，没有惊喜,2.1.0,2026-07-18,41,其他,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-06-18,66,内容,低风险
1,搜索功能越来越难用,1.9.0,2026-06-22,11,广告,高风险
4,攻略很实用，收藏了很多,2.1.0,2026-06-21,98,社区,低风险
5,界面简洁，用起来很顺手,2.0.0,2026-07-13,65,社区,低风险
5,视频流畅，加载很快,1.9.0,2026-06-30,61,内容,低风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-07-26,57,其他,中风险
3,一般般，没有惊喜,1.9.0,2026-06-25,52,其他,低风险
5,社区氛围好，互动很积极,2.0.0,2026-06-25,78,功能,中风险
2,内容审核乱封号，误伤严重,2.0.0,2026-07-19,18,账号,高风险
5,笔记质量高，信息量很大,2.0.0,2026-07-19,65,搜索,低风险
3,一般般，没有惊喜,1.9.0,2026-07-02,29,内容,低风险
4,视频流畅，加载很快,1.8.0,2026-07-28,91,内容,中风险
3,用了一阵子，感觉普通,2.1.0,2026-06-17,28,功能,低风险
4,推荐算法不错，经常有好物,2.1.0,2026-06-25,79,功能,低风险
5,推荐算法不错，经常有好物,1.9.0,2026-07-28,77,搜索,低风险
5,搜索准确，找东西方便多了,2.1.0,2026-06-29,88,内容,低风险
1,广告越来越多，推荐质量下降,2.1.0,2026-07-10,6,账号,高风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-28,36,功能,中风险
1,账号莫名被禁言，没有任何通知,2.1.0,2026-07-26,14,广告,高风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-10,100,功能,低风险
4,推荐算法不错，经常有好物,1.9.0,2026-06-05,75,社区,低风险
1,隐私设置形同虚设,1.9.0,2026-07-22,14,账号,高风险
2,无故封号，申诉没人理,2.0.0,2026-06-27,24,内容,低风险
2,笔记被限流，流量骤降,2.0.0,2026-07-28,17,内容,高风险
5,购物链路顺畅，下单方便,2.1.0,2026-06-28,61,功能,低风险
2,隐私设置形同虚设,1.8.0,2026-06-04,15,功能,高风险
4,直播体验不错，带货实在,1.8.0,2026-07-16,65,搜索,低风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-24,31,功能,低风险
4,购物链路顺畅，下单方便,1.9.0,2026-06-29,96,内容,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-10,31,功能,低风险
2,评论区被水军刷屏,2.0.0,2026-07-26,6,内容,高风险
5,攻略很实用，收藏了很多,1.8.0,2026-07-16,75,功能,低风险
4,视频流畅，加载很快,2.0.0,2026-06-24,61,功能,低风险
2,隐私设置形同虚设,1.9.0,2026-06-12,10,内容,高风险
5,搜索准确，找东西方便多了,1.9.0,2026-07-09,66,搜索,低风险
4,笔记质量高，信息量很大,2.1.0,2026-06-24,71,搜索,低风险
5,搜索准确，找东西方便多了,1.8.0,2026-06-21,85,搜索,低风险
3,一般般，没有惊喜,2.1.0,2026-06-26,47,功能,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-06-02,71,内容,低风险
4,社区氛围好，互动很积极,2.0.0,2026-06-16,67,搜索,低风险
4,社区氛围好，互动很积极,2.0.0,2026-06-29,80,功能,低风险
5,界面简洁，用起来很顺手,2.1.0,2026-07-15,69,功能,低风险
4,直播体验不错，带货实在,2.1.0,2026-07-29,98,内容,中风险
2,广告越来越多，推荐质量下降,2.0.0,2026-06-07,17,广告,高风险
2,隐私设置形同虚设,1.8.0,2026-06-25,24,内容,低风险
4,购物链路顺畅，下单方便,2.1.0,2026-07-14,97,内容,中风险
5,笔记质量高，信息量很大,1.8.0,2026-06-17,68,电商,低风险
3,用了一阵子，感觉普通,2.1.0,2026-07-05,49,内容,中风险
5,内容丰富，种草体验很好,2.0.0,2026-07-11,84,社区,低风险
1,笔记被限流，流量骤降,2.1.0,2026-07-20,24,广告,中风险
5,笔记质量高，信息量很大,2.1.0,2026-07-25,84,内容,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-06-24,32,其他,中风险
2,内容审核乱封号，误伤严重,1.9.0,2026-07-16,3,功能,高风险
4,内容丰富，种草体验很好,1.9.0,2026-06-10,67,搜索,低风险
1,无故封号，申诉没人理,1.8.0,2026-06-16,18,功能,高风险
2,评论区被水军刷屏,2.0.0,2026-06-05,6,内容,高风险
5,推荐算法不错，经常有好物,2.1.0,2026-06-12,68,内容,低风险
5,推荐算法不错，经常有好物,2.0.0,2026-06-17,76,电商,中风险
3,功能还行，中规中矩,1.9.0,2026-06-12,48,内容,低风险
4,攻略很实用，收藏了很多,2.1.0,2026-06-08,89,社区,中风险
4,界面简洁，用起来很顺手,1.8.0,2026-06-28,68,功能,低风险
3,用了一阵子，感觉普通,1.8.0,2026-07-20,36,内容,低风险
3,一般般，没有惊喜,2.1.0,2026-06-06,41,其他,中风险
3,一般般，没有惊喜,2.0.0,2026-07-06,59,其他,中风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-28,86,功能,中风险
3,一般般，没有惊喜,1.9.0,2026-07-04,29,内容,中风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-06-30,58,其他,低风险
4,购物链路顺畅，下单方便,2.0.0,2026-06-08,84,社区,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-20,87,电商,中风险
3,一般般，没有惊喜,2.1.0,2026-06-30,39,其他,低风险
5,攻略很实用，收藏了很多,2.0.0,2026-06-09,64,功能,中风险
3,功能还行，中规中矩,2.1.0,2026-06-17,59,内容,低风险
1,内容审核乱封号，误伤严重,1.8.0,2026-06-21,20,账号,低风险
5,社区氛围好，互动很积极,2.0.0,2026-06-07,81,搜索,低风险
4,视频流畅，加载很快,1.8.0,2026-06-01,82,内容,低风险
5,直播体验不错，带货实在,1.9.0,2026-06-03,98,搜索,低风险
